6863009e-ef00-4bf9-8ecd-5f60d7268cda,ce20531b-4546-4982-a2dd-2cacdcc1ad38,af9e2775-267d-45a1-b219-46a5986a4eca,a4885661-3a75-4f36-8de3-4fa031767292,SPL,WHITE,THICKNESS_01,40,"Дверь межкомнатная ""Краснодеревщик"" 3343_white",KD,LVL_TIMBER,2000,products/room_doors/3343_white.jpg,"Дверь ""Краснодеревщик"" 3343_white",25000,UNIVERSAL,800,308d8f95-9983-44e7-88ae-2dc0a469162e,88436f7b-4734-48d1-a9c6-b1ec1ad54e6e,4b72ca0f-160e-491c-8563-8ccbd6d64322,6346983d-4b12-417a-9339-bc1908d55de5
f7711a78-a5eb-4de0-a681-48bb5a9604f9,851e5794-aeee-4ca4-bae9-273a9942acea,f85ae6ec-a5b0-48f2-804f-13820be9beb9,8c633a7e-5456-44fb-8ed3-dbe0b13f4ce7,LAMINATE,BLACK,THICKNESS_01,40,"Дверь межкомнатная ""Краснодеревщик"" 5040_somoma ",KD,LVL_TIMBER,2000,products/room_doors/5040_somoma.jpg,"Дверь ""Краснодеревщик"" 5040_somoma ",23000,UNIVERSAL,900,308d8f95-9983-44e7-88ae-2dc0a469162e,88436f7b-4734-48d1-a9c6-b1ec1ad54e6e,4b72ca0f-160e-491c-8563-8ccbd6d64322,8097ad5b-0fdc-43ca-b002-e5ebd86fab65
48882f0a-03ad-4399-aa44-29ff12aa84ae,495a2794-b8f8-4ab2-b487-0f9bf28e2704,7c404235-1b6b-4080-a103-4aef8da9d587,79725d3c-063d-4439-95d9-9a47422d1681,VENEER,YELLOW,THICKNESS_01,40,"Дверь межкомнатная ""Краснодеревщик"" 6339_sanjan",KD,LVL_TIMBER,2000,products/room_doors/6339_sanjan.jpg,"Дверь ""Краснодеревщик"" 6339_sanjan",31000,UNIVERSAL,700,308d8f95-9983-44e7-88ae-2dc0a469162e,88436f7b-4734-48d1-a9c6-b1ec1ad54e6e,4b72ca0f-160e-491c-8563-8ccbd6d64322,f5eb6507-a172-44a7-9720-d405d80d42ca
5dc14218-089c-452a-ae66-81c202bc87d6,1602d8d7-874b-41b6-bd62-02b56d836159,21a25350-2abf-474d-b9f7-90fd083c1a97,d45996ed-cfc4-44eb-b431-3d23efa4b147,ENAMEL,WHITE,THICKNESS_01,40,"Дверь межкомнатная ""Краснодеревщик"" 701_white",KD,SOLID_PINE,2000,products/room_doors/701_white.jpg,"Дверь ""Краснодеревщик"" 701_white",18000,UNIVERSAL,600,308d8f95-9983-44e7-88ae-2dc0a469162e,88436f7b-4734-48d1-a9c6-b1ec1ad54e6e,4b72ca0f-160e-491c-8563-8ccbd6d64322,b576960b-daea-4bbc-87d2-f91e4c5cf796
9c9338e0-791f-4dc3-bdc9-fb1a3bd5ce5a,ce20531b-4546-4982-a2dd-2cacdcc1ad38,af9e2775-267d-45a1-b219-46a5986a4eca,a4885661-3a75-4f36-8de3-4fa031767292,MDF_PANEL,BLACK,THICKNESS_01,40,"Дверь межкомнатная ""Краснодеревщик"" 771_black",KD,SOLID_PINE,2100,products/room_doors/771_black.jpg,"Дверь ""Краснодеревщик"" 771_black",23500,UNIVERSAL,800,308d8f95-9983-44e7-88ae-2dc0a469162e,88436f7b-4734-48d1-a9c6-b1ec1ad54e6e,4b72ca0f-160e-491c-8563-8ccbd6d64322,6346983d-4b12-417a-9339-bc1908d55de5
d3677cbe-f614-498d-9355-f3f93e077fd6,851e5794-aeee-4ca4-bae9-273a9942acea,f85ae6ec-a5b0-48f2-804f-13820be9beb9,8c633a7e-5456-44fb-8ed3-dbe0b13f4ce7,MDF_PANEL,GRAPHITE,THICKNESS_01,40,"Дверь межкомнатная ""Краснодеревщик"" 792_gray",KD,SOLID_PINE,2100,products/room_doors/792_gray.jpg,"Дверь ""Краснодеревщик"" 792_gray",15000,UNIVERSAL,800,308d8f95-9983-44e7-88ae-2dc0a469162e,88436f7b-4734-48d1-a9c6-b1ec1ad54e6e,4b72ca0f-160e-491c-8563-8ccbd6d64322,8097ad5b-0fdc-43ca-b002-e5ebd86fab65
ad9e3c67-8dad-49be-84e8-23b74106e583,495a2794-b8f8-4ab2-b487-0f9bf28e2704,7c404235-1b6b-4080-a103-4aef8da9d587,79725d3c-063d-4439-95d9-9a47422d1681,SPL,ORANGE,THICKNESS_01,40,"Дверь межкомнатная ""Краснодеревщик"" Э23_tanganika",KD,SOLID_PINE,2100,products/room_doors/Э23_tanganika.jpg,"Дверь ""Краснодеревщик"" Э23_tanganika",19600,UNIVERSAL,900,308d8f95-9983-44e7-88ae-2dc0a469162e,88436f7b-4734-48d1-a9c6-b1ec1ad54e6e,4b72ca0f-160e-491c-8563-8ccbd6d64322,f5eb6507-a172-44a7-9720-d405d80d42ca
eb2c8920-3ed4-49f9-bb02-131e6cb494c0,1602d8d7-874b-41b6-bd62-02b56d836159,21a25350-2abf-474d-b9f7-90fd083c1a97,d45996ed-cfc4-44eb-b431-3d23efa4b147,VENEER,BLACK,THICKNESS_01,38,"Дверь межкомнатная ""Sofia"" Classic_51_Algambara",SOFIA,SOLID_OAK,2100,products/room_doors/Classic_51_Algambara.png,"Дверь ""Sofia"" Classic_51_Algambara",32000,UNIVERSAL,600,7b8761bf-1dcc-405b-ba40-c6d4ce4878ce,13a999fc-aa49-49d7-b7ce-e68ee8e37e8d,b436cb3e-8b92-4da1-abe5-08ac95ba3f69,b576960b-daea-4bbc-87d2-f91e4c5cf796
5fb48602-40ee-4930-9089-c12fdb0c6968,ce20531b-4546-4982-a2dd-2cacdcc1ad38,af9e2775-267d-45a1-b219-46a5986a4eca,a4885661-3a75-4f36-8de3-4fa031767292,VENEER,YELLOW,THICKNESS_01,38,"Дверь межкомнатная ""Sofia"" Classic_61_Nude",SOFIA,SOLID_OAK,2100,products/room_doors/Classic_61_Nude.png,"Дверь ""Sofia"" Classic_61_Nude",55400,UNIVERSAL,700,7b8761bf-1dcc-405b-ba40-c6d4ce4878ce,13a999fc-aa49-49d7-b7ce-e68ee8e37e8d,b436cb3e-8b92-4da1-abe5-08ac95ba3f69,6346983d-4b12-417a-9339-bc1908d55de5
5562b1c6-3d20-49f1-a42a-b096d7e57c43,851e5794-aeee-4ca4-bae9-273a9942acea,f85ae6ec-a5b0-48f2-804f-13820be9beb9,8c633a7e-5456-44fb-8ed3-dbe0b13f4ce7,VENEER,BLACK,THICKNESS_01,38,"Дверь межкомнатная ""Sofia"" Metamorfoza_143_Black",SOFIA,SOLID_OAK,2200,products/room_doors/Metamorfoza_143_Black.png,"Дверь ""Sofia"" Metamorfoza_143_Black",67900,UNIVERSAL,800,7b8761bf-1dcc-405b-ba40-c6d4ce4878ce,13a999fc-aa49-49d7-b7ce-e68ee8e37e8d,b436cb3e-8b92-4da1-abe5-08ac95ba3f69,8097ad5b-0fdc-43ca-b002-e5ebd86fab65
