d289e3ee-2150-449c-8db8-fbabef338dad,376d4d3a-720f-4e22-b59b-2db382e48d05,376d4d3a-720f-4e22-b59b-2db382e48d05,ce20531b-4546-4982-a2dd-2cacdcc1ad38,,304234c7-cede-4c8b-81b4-fd702719049d,304234c7-cede-4c8b-81b4-fd702719049d,80,Дверь входная Guardian_DF 880х2100,GUARDIAN,MINERAL_WADDING,2100,products/entry_doors/Guardian_DF.jpg,Дверь Guardian_DF,20000,UNIVERSAL,880,BLACK,THICKNESS_08,a4885661-3a75-4f36-8de3-4fa031767292
2d672456-42e1-4836-9368-52f4ae0a6bdc,376d4d3a-720f-4e22-b59b-2db382e48d05,c651ec1b-3029-4fa1-a928-347af51e6120,851e5794-aeee-4ca4-bae9-273a9942acea,,e34902af-fd19-40c0-bb31-6cdee78b64ff,e34902af-fd19-40c0-bb31-6cdee78b64ff,90,Дверь входная Guardian_DS2 880х2100,GUARDIAN,MINERAL_WADDING,2100,products/entry_doors/Guardian_DS2.jpg,Дверь Guardian_DS2,24500,UNIVERSAL,880,BLACK,THICKNESS_08,8c633a7e-5456-44fb-8ed3-dbe0b13f4ce7
4ebc6a21-18b7-45a5-9cfc-0cf6f93398e9,c651ec1b-3029-4fa1-a928-347af51e6120,376d4d3a-720f-4e22-b59b-2db382e48d05,495a2794-b8f8-4ab2-b487-0f9bf28e2704,,304234c7-cede-4c8b-81b4-fd702719049d,33602e67-33a9-4b0f-bc33-a4b9c6eebbd2,100,Дверь входная Guardian_DS7 880*2100,GUARDIAN,MINERAL_WADDING,2100,products/entry_doors/Guardian_DS7.jpg,Дверь Guardian_DS7,27300,UNIVERSAL,880,WHITE,THICKNESS_08,79725d3c-063d-4439-95d9-9a47422d1681
4b5891b7-45db-4e0f-9527-625b4a2c25b2,376d4d3a-720f-4e22-b59b-2db382e48d05,c651ec1b-3029-4fa1-a928-347af51e6120,1602d8d7-874b-41b6-bd62-02b56d836159,,e34902af-fd19-40c0-bb31-6cdee78b64ff,f8f05acd-d48e-499e-ad2b-a78c16579433,120,Дверь входная Guardian_DS8U 880*2180,GUARDIAN,MINERAL_WADDING,2180,products/entry_doors/Guardian_DS8U.jpg,Дверь Guardian_DS8U,43000,UNIVERSAL,880,GRAPHITE,THICKNESS_08,d45996ed-cfc4-44eb-b431-3d23efa4b147
1a0f736c-df1f-4602-b8cd-b83e146e6ea7,c651ec1b-3029-4fa1-a928-347af51e6120,376d4d3a-720f-4e22-b59b-2db382e48d05,ce20531b-4546-4982-a2dd-2cacdcc1ad38,,33602e67-33a9-4b0f-bc33-a4b9c6eebbd2,304234c7-cede-4c8b-81b4-fd702719049d,110,Дверь входная Guardian_DS9 980*2200,GUARDIAN,MINERAL_WADDING,2200,products/entry_doors/Guardian_DS9.jpg,Дверь Guardian_DS9,34300,UNIVERSAL,980,BLACK,THICKNESS_09,a4885661-3a75-4f36-8de3-4fa031767292
6ea1d50e-4122-47b1-a0f0-7cb7918b2a09,376d4d3a-720f-4e22-b59b-2db382e48d05,c651ec1b-3029-4fa1-a928-347af51e6120,851e5794-aeee-4ca4-bae9-273a9942acea,,f8f05acd-d48e-499e-ad2b-a78c16579433,e34902af-fd19-40c0-bb31-6cdee78b64ff,100,Дверь входная Guardian_DS9U 980*2200,GUARDIAN,MINERAL_WADDING,2200,products/entry_doors/Guardian_DS9U.jpg,Дверь Guardian_DS9U,37900,UNIVERSAL,980,BLACK,THICKNESS_09,8c633a7e-5456-44fb-8ed3-dbe0b13f4ce7
8b609b9f-8e2f-417b-b794-fa8fbea0b43c,c651ec1b-3029-4fa1-a928-347af51e6120,376d4d3a-720f-4e22-b59b-2db382e48d05,495a2794-b8f8-4ab2-b487-0f9bf28e2704,,304234c7-cede-4c8b-81b4-fd702719049d,33602e67-33a9-4b0f-bc33-a4b9c6eebbd2,120,Дверь входная Guardian_experience_70 980*2200,GUARDIAN,FOAM_POLYURETHANE,2200,products/entry_doors/Guardian_experience_70.jpg,Дверь Guardian_experience_70,52320,UNIVERSAL,980,YELLOW,THICKNESS_09,79725d3c-063d-4439-95d9-9a47422d1681
8793b92e-dd59-43ec-a167-0ca900cc2af4,376d4d3a-720f-4e22-b59b-2db382e48d05,c651ec1b-3029-4fa1-a928-347af51e6120,1602d8d7-874b-41b6-bd62-02b56d836159,,e34902af-fd19-40c0-bb31-6cdee78b64ff,f8f05acd-d48e-499e-ad2b-a78c16579433,110,Дверь входная Guardian_simple_90 980*2200,GUARDIAN,FOAM_POLYURETHANE,2200,products/entry_doors/Guardian_simple_90.jpg,Дверь Guardian_simple_90,56400,UNIVERSAL,980,WHITE,THICKNESS_10,d45996ed-cfc4-44eb-b431-3d23efa4b147
7db4005a-8563-444c-b24a-a0df9439c1b1,c651ec1b-3029-4fa1-a928-347af51e6120,376d4d3a-720f-4e22-b59b-2db382e48d05,ce20531b-4546-4982-a2dd-2cacdcc1ad38,,33602e67-33a9-4b0f-bc33-a4b9c6eebbd2,304234c7-cede-4c8b-81b4-fd702719049d,95,Дверь входная Guardian_smart_70 980*2200,GUARDIAN,FOAM_POLYURETHANE,2200,products/entry_doors/Guardian_smart_70.jpg,Дверь Guardian_smart_70,101200,UNIVERSAL,980,WHITE,THICKNESS_10,a4885661-3a75-4f36-8de3-4fa031767292
92f89e2c-8f68-49e0-88d7-bfba89da1faf,376d4d3a-720f-4e22-b59b-2db382e48d05,c651ec1b-3029-4fa1-a928-347af51e6120,851e5794-aeee-4ca4-bae9-273a9942acea,,f8f05acd-d48e-499e-ad2b-a78c16579433,e34902af-fd19-40c0-bb31-6cdee78b64ff,70,Дверь входная Torex-Delta_100 850*2080,TOREX,MINERAL_WADDING,2080,products/entry_doors/Torex-Delta_100.png,Дверь Torex-Delta_100,23000,UNIVERSAL,850,BLACK,THICKNESS_08,8c633a7e-5456-44fb-8ed3-dbe0b13f4ce7
